artist_name,title,release,tags
b'Tex Williams',b'Smoke! Smoke! Smoke! (That Cigarette)',"b""Smokin' Hits""","[['country', '100'], ['western swing', '46'], ['cigarettesnostalgia', '38'], ['an upbeat two-step feel', '30'], ['a gravelly male vocalist', '23'], ['major key tonality', '23'], ['demanding instrumental part writing', '23'], ['extensive vamping', '23'], ['repetitive melodic phrasing', '23'], ['acoustic sonority', '23'], ['acoustic rhythm guitars', '23'], ['cigarettes', '23'], ['hard swingin rhythm', '23'], ['thank you for smoking', '15'], ['subtle use of acoustic piano', '15'], ['humorous lyrics', '15'], ['slide or pedal steel guitars', '15'], ['chaser i', '15'], ['solo strings', '15'], ['cigarette', '15'], ['cowboy', '15'], ['americana', '15'], ['Favourites', '15'], ['a prominent accordion part', '15'], ['country roots', '15'], ['paired vocal harmony', '15'], ['Old Time music styles', '7'], ['Tex Williams', '7'], ['smoke smoke smoke', '7'], ['melodic string accompaniment', '7'], ['orchestral arranging', '7'], ['thank you for smoking OST', '7'], ['bluegrass influences', '7'], ['double-ender 2', '7'], ['i want back to the 40s', '7'], ['double-ender 7', '7'], ['good ole homely country folk playing banjo yodeling', '7'], ['funny', '7'], ['acoustic', '7'], ['Soundtrack', '7'], ['comedy', '7'], ['amazing', '7'], ['oldies', '7'], ['Illinois', '7'], ['ost', '7'], ['western', '7'], ['social commentary', '7'], ['smoke', '7'], ['smoking', '7'], ['nicotine', '7'], ['contry', '7'], ['Country and Western', '7'], ['country swing', '7'], ['tobacco', '7'], ['western movie themes', '7'], ['Makes me think of The Dark Tower', '7'], ['a subtle use of paired vocal harmony', '7'], ['friendsofthekingofrummelpop', '0'], ['Under The Influence', '0'], ['folk', '0'], ['1940-49SinglesNo1', '0']]"
b'Foo Fighters',b'Razor',b'Razor',"[['rock', '100'], ['acoustic', '84'], ['alternative rock', '64'], ['alternative', '50'], ['Grunge', '47'], ['foo fighters', '34'], ['00s', '19'], ['metal', '11'], ['Mellow', '10'], ['american', '10'], ['guitar', '9'], ['post-grunge', '7'], ['indie rock', '7'], ['Favourites', '7'], ['chillout', '7'], ['beautiful', '6'], ['seattle', '6'], ['live', '5'], ['indie', '5'], ['favorite songs', '3'], ['Ballad', '3'], ['acoustic guitar', '3'], ['2000s', '3'], ['male vocalists', '3'], ['2005', '3'], ['lov-e-ly', '2'], ['Faves', '2'], ['soft rock', '2'], ['easy listening', '2'], ['northwest', '2'], ['sunday morning', '2'], ['sleeptime', '2'], ['heartbreak', '2'], ['foo', '2'], ['quiet', '2'], ['Razor', '2'], ['beautiful flow', '2'], ['Acoustic Rock', '2'], ['sad', '2'], ['Awesome', '2'], ['singer-songwriter', '2'], ['cigarrettes', '2'], ['coffee break', '2'], ['loved', '2'], ['sweet sadness', '1'], ['belle', '1'], ['Acoustic Brilliance', '1'], ['songs i will never forget', '1'], ['travel songs', '1'], ['unbelievably beautiful', '1'], ['guay', '1'], ['Varios', '1'], ['featuring Josh Homme', '1'], ['Songs I sleep to', '1'], ['grunger', '1'], ['gold standard', '1'], ['killer scene', '1'], ['weeping songs', '1'], ['Normal Day', '1'], ['You and Me', '1'], [""2000's"", '1'], ['sideflower2005', '1'], ['pflicht', '1'], ['katy loves it', '1'], ['on broken wings', '1'], ['Best of the Foo Fighters', '1'], ['sublime and chilled', '1'], ['saudade', '1'], ['nothing finer', '1'], ['love-sickness emergency-care-kitt', '1'], ['Uplifting for the Suicidal', '1'], ['Foos live track', '1'], ['acustic kickass', '1'], ['thellus musicas', '1'], ['musical panqueques', '1'], ['majotag', '1'], ['lugnt0', '1'], ['sluggard', '1'], ['amazing stucture', '1'], ['fuckin great melodies', '1'], ['fine instumental music', '1'], ['soulsongs', '1'], ['sad sounds for sad people', '1'], ['goose bump inducing', '1'], ['songs i play at full volume', '1'], ['lugnt06', '1'], ['late night sessions', '1'], ['missing jason', '1'], ['on the list', '1'], ['good gig', '1'], ['selfdestruction', '1'], ['Old Fav', '1'], ['you will survive', '1'], ['alternative mello rock', '1'], ['true man', '1'], ['Beauty at its finest', '1'], ['life OST', '1'], ['I Ragazzi del Koro', '1'], ['heartfelt vocals', '1'], ['taglio', '1']]"
b'Faithless',b'Six',b'Insomnia - The Best Of',"[['chillout', '100'], ['Faithless', '100'], ['good', '50'], ['Awesome', '50'], ['superb', '50'], ['eletronic jazz', '50'], ['dance', '0'], ['instrumental', '0'], ['bass', '0'], ['numbers', '0']]"
b'Marion Harris',b'Would You Like To Take A Walk?',b'The Age Of Style - Hits of the 30s',[]
b'Gus Viseur',"b""Le Bal Du P'tit Jardin""",b'50 Reasons To Love Paris',"[['jazz waltz', '100'], ['easy listening', '50'], ['Gus Viseur', '50'], ['valse musette', '50'], ['jardin', '50'], ['sweet and breezy', '50']]"
b'Willie Bobo',b'A Little Tear',b'Lost and Found',"[['spoken word', '100'], ['Ballad', '100'], ['Smooth Jazz', '100']]"
b'Ice Cube',b'When Will They Shoot? (Explicit)',b'The Predator (World) (Explicit)',"[['80s', '100'], ['soul', '100'], ['funk', '100'], ['rnb', '100'], ['Gangsta Rap', '100']]"
b'Rick Astley',b'Close To You',b'Portrait',"[['bacharach', '100'], ['jazz', '50'], ['life', '50'], ['2000s pop and rock', '50']]"
b'Hot Chip',b'Hold On',b'Made In The Dark',"[['electronic', '100'], ['indie', '73'], ['electropop', '57'], ['electro', '50'], ['dance', '31'], ['electronica', '26'], ['hot chip', '23'], ['alternative', '21'], ['pop', '18'], ['british', '15'], ['cool', '15'], ['synthpop', '10'], ['made in the dark', '7'], ['party', '7'], ['electronic fun', '7'], ['electro-pop', '7'], ['elektro', '7'], ['2008', '7'], ['songs even I dance to', '5'], ['fucking dance', '5'], ['bouncy', '5'], ['good shit', '5'], ['mrdanje guzom', '5'], ['Electro-Rock', '5'], ['audioase', '5'], ['yeah', '5'], ['Electro Pop', '5'], ['Yay', '5'], ['Cowbells-handclaps-cool drums', '5'], ['repeatrepeatrepeat', '5'], ['headphones on', '5'], ['great', '5'], ['iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiJolle', '5'], ['buy', '5'], ['favoritas', '5'], ['Love', '5'], ['colobocuro', '5'], ['catchy as hell', '2'], ['Ladytronica', '2'], ['agitando el bote', '2'], ['waaah', '2'], ['elektronischer-b0lzen', '2'], ['its got a good beat and you can dance to it', '2'], ['Crocoman EM', '2'], ['damned good', '2'], ['driving around really fast and being awesome', '2'], ['try not to sing along', '2'], ['festligt', '2'], ['best intro', '2'], ['absolutely essential', '2'], ['Para Rodrigo', '2'], ['so lal la', '2'], ['kric', '2'], ['supersuperslordig', '2'], ['superslordig', '2'], ['i only go to hell if it tastes like caramel', '2'], ['Electro Dance Party', '2'], ['Hot Chip - Hold on', '2'], ['best end', '2'], ['ctrl alt', '2'], ['Efficace', '2'], ['slordig', '2'], ['its great when youre 08 yeah', '2'], ['Mondiovision', '2'], ['das fetzt', '2'], ['Kick asz', '2'], ['i know all the words to this', '2'], ['beginning to like it', '2'], ['best of 2008', '2'], ['bombe', '2'], ['yay i like it', '2'], ['dance deLux', '2'], ['good at anytime', '2'], ['a mental popsicle', '2'], ['Uffffff', '2'], ['partyparty', '2'], ['great vocals', '2'], ['Krank', '2'], ['00s', '2'], ['beaz', '2'], ['kickass', '2'], ['fuck', '2'], ['catchy', '2'], ['weird', '2'], ['dance party', '2'], ['witty', '2'], ['Guilty Pleasures', '2'], ['feel good', '2'], ['Favorite', '2'], ['beautiful', '2'], ['quirky', '2'], ['Awesome', '2'], ['thole', '2'], ['Electroclash', '2'], ['dance-punk', '2'], ['funk', '2'], ['pojara', '2'], ['rock', '2'], ['Over 10 minutes', '2'], ['fotomotor', '2']]"
b'US Coast Guard Band',b'Independentia',b'Pass In Review',[]
b'Lollipop Lust Kill',b'Bury You',b'My So Called Knife',"[['murder metal', '100'], ['metal', '33'], ['true metal', '33'], ['Favorite Bands', '33'], ['favorite song', '33'], ['Love this song', '33'], ['male vocalist', '33'], ['fetter song', '33'], ['cryptic classic', '33']]"
b'Bill Douglas',b'Highland',b'Universe One',"[['new age', '100'], ['Love it', '100'], ['piano', '50']]"
b'Los Fabulosos Cadillacs',b'Matador',b'Vasos Vacios',"[['ska', '100'], ['latin', '86'], ['Rock en Espanol', '63'], ['argentina', '59'], ['samba', '40'], ['rock', '31'], ['Rock Argentino', '31'], ['Latin Rock', '22'], ['LOS FABULOSOS CADILACS', '18'], ['classic rock', '13'], ['rock en español', '13'], ['Rock Latino', '9'], ['salsa', '9'], ['travel memories', '9'], ['World Music', '9'], ['spanish', '9'], ['Baila', '9'], ['dance', '9'], ['alternative', '9'], ['buenas', '9'], ['brasil', '9'], ['good', '9'], ['favorites', '9'], ['vicentico', '9'], ['world', '9'], ['mias', '4'], ['music for the dance floor', '4'], ['rockargentino', '4'], ['certero', '4'], ['de argentina', '4'], ['screeeaaaam', '4'], ['taniec', '4'], ['historias de mamomis', '4'], ['latin party', '4'], ['guateque', '4'], ['mucho', '4'], ['dance it out', '4'], ['canalla', '4'], ['Rock en Esp', '4'], ['immer wieder gern', '4'], ['para escuchar', '4'], ['Pibes', '4'], ['argentinean', '4'], ['tomix', '4'], ['sudamerica', '4'], ['5stars', '4'], ['Memoirs', '4'], ['solo stuff', '4'], ['he is not my lover', '4'], ['el matador nacio en boedo', '4'], ['emission universelle', '4'], ['fdespedidaparis', '4'], ['MALDITOSUDACAS', '4'], ['caos coleccion rock latinoamericano', '4'], ['JoxeDuKe12', '4'], ['drpichiroli', '4'], ['on an island above', '4'], ['samba-inspired', '4'], ['argentines', '4'], ['secundario', '4'], ['ska-inspired', '4'], ['aegentinien', '4'], ['breik', '4'], ['xanbaldaio-baile', '4'], ['pitbullcarfc', '4'], ['Lo mejor de esa epoca', '4'], ['Got Rhythm', '4'], ['v10 guateque', '4'], ['v10 canalla', '4'], ['v10 mola', '4'], ['v10 genial', '4'], ['v10 rock', '4'], ['v10 para escuchar', '4'], ['sasa-ska-rock', '4'], ['Cole', '4'], ['past loves ephimera', '4'], ['Top Rated', '4'], ['merengue', '4'], ['world fusion', '4'], ['Love it', '4'], ['Espanol', '4'], ['Hell Yeah', '4'], ['my favourite songs', '4'], ['good song', '4'], ['gypsy punk', '4'], ['genial', '4'], ['1993', '4'], ['rythm', '4'], ['america', '4'], ['latin america', '4'], ['patchanka', '4'], ['worldbeat', '4'], ['fav', '4'], ['latino', '4'], ['Cool Stuff', '4'], ['cult', '4'], ['Energetic', '4'], ['latin pop', '4'], ['90s', '4'], ['summer', '4']]"
b'Georges Brassens',b'Colombine',"b""Georges Brassens: Le si\xc3\xa8cle d'or""","[['francais', '100'], ['french', '33'], ['georges brassens', '33'], ['GBrassens', '33']]"
b'Michael Bloomfield',"b""You're Killing My Love""",b'Bloomfield-A Retrospective',[]
b'Chariots',b'Ghosts',b'Daybreak',"[['UK', '100'], ['adrian cottrell', '100'], ['chariots', '50'], ['bsm records', '50'], ['emile bojesen', '50'], ['steve robotham', '50'], ['jason kline', '50'], ['non japan www', '50']]"
b'Mudhoney',b'It Is Us',b'Live At El Sol',"[['Grunge', '100'], ['rock', '25'], ['alternative', '25'], ['seattle', '25'], ['northwest', '25'], ['iiu', '25']]"
b'Apache Indian',b'Badd Indian',b'The Best Of',[]
b'Kari Tapio',b'Rakkauden veteraani',b'Viimeiseen pisaraan',[]
b'Mink DeVille',"b""She's So Tough""",b'Cabretta',"[['rock', '100'], ['singer-songwriter', '100'], ['rock n roll', '80'], ['Mink Deville', '60'], ['pub rock', '40'], ['male vocalists', '40'], ['rockitxten', '20'], ['my pub rock', '20'], ['bemerkenswert', '20'], ['Georges Diner', '20'], ['rockpalast', '20'], ['them', '20'], ['js', '20'], ['Spitze', '20'], ['Early Rock n Roll', '20'], ['van morrison', '20'], ['geil', '20'], ['toll', '20'], ['oldies', '20'], ['Rock and Roll', '20'], ['proto-punk', '20'], ['80s', '20'], ['red shoes desert island', '0']]"
b'John Frizzell',b'DEFCON 4',b'Beavis and Butt-Head Do America',[]
b'Steve Chou',b'Wo Men De Fei Leng Cui',b'Lian Ren Chuang Shi Ji',[]
b'Bob Carlisle',b'Somewhere',b'Stories From The Heart',[]
b'Cantara',b'Ubi Caritas',b'Cantara',"[['enigma', '100'], ['Love', '50'], ['chillout', '50'], ['rafa', '50'], ['musica para dioses', '50'], ['-New-Age-and-Ambient-', '50']]"
b'GWAR',b'Surf of Syn',b'Ragnarock',"[['metal', '100'], ['thrash metal', '100'], ['spring', '100'], ['Avantgarde Metal', '100']]"
b'Mongo Santamaria',b'Hush',b'Mongo Returns!',[]
b'Bert Kaempfert And His Orchestra',"b""Let's Go Home""",b'Love Letters',[]
b'Vincenzo Bellini',b'Bellini: Norma: Vanne_ e li cela entrambi',b'Norma',[]
b'Ronnie Milsap',b'Wrong End Of The Rainbow',b'Inside Ronnie Milsap',[]
b'Jimmy Wakely',b'If Santa Claus Could Bring You Back To Me',b'Christmas On The Range',[]
b'Christian Quast',b'You Are!',b'You Are! Remix Box',[]
b'Evolution',b'Peyote',b'Shiva Technology',[]
b'Mix Mob',b'Intro: The Dragon',b'So Cal Drunks',[]
b'Erja Lyytinen',b'Soul Of A Man',b'Voracious Love',[]
b'Cake',b'Alpha Beta Parking Lot',b'Prolonging the Magic',"[['alternative', '100'], ['rock', '64'], ['Cake', '42'], ['pop', '42'], ['indie rock', '42'], ['indie', '35'], ['leapsandfavnolove', '14'], ['eat cake', '14'], ['summer 2005', '14'], ['lyrical', '14'], ['chill', '14'], ['alt rock', '7'], ['-3', '7'], ['leapsandbounds favorite songs', '7'], ['Driving', '7'], ['manur0', '7'], ['tickles', '7'], ['flya alternative guitar', '7'], ['flya alternative nineties', '7'], ['flya alternative', '7'], ['road trip -- night', '7'], ['pligaa', '7'], ['portalternativo', '7'], ['pop favorites', '7'], ['Alternative favorites', '7'], ['silent intensity', '7'], ['eddie', '7'], ['up', '7'], ['counting crows', '7'], ['All time favourites', '7'], ['Sentimental', '7'], ['sunset', '7'], ['90s', '7'], ['Happy Music', '7'], ['mix', '7'], ['test2', '7'], ['upbeat', '7'], ['seen live', '0'], ['alternative rock', '0'], ['ska', '0'], ['my favorite', '0'], ['Cake ABPL', '0']]"
b'Between The Buried And Me',b'Geek USA (Album Version)',b'The Anatomy Of',[]
b'Gustavo Cerati',b'Amo Dejarte Asi',b'Siempre Es Hoy/Reversiones',"[['FUCKING AWESOME', '100'], ['soda stereo', '100'], ['clothes off', '100'], ['me hipnotiza', '100']]"
b'Oldelaf et Monsieur D',b'La f\xc3\xaate \xc3\xa0 la prison',"b""Derni\xc3\xa8re Chance d'\xc3\xaatre disque d'or (Edition Sp\xc3\xa9ciale: nouvel album + best of 5 titres)""",[]
b'LORE',b'Pluvialus',b'The Exponential Truth',[]
b'Goldfinger',b'Forgiveness',b'Stomping Ground',"[['punk', '100'], ['ska punk', '42'], ['Punk Favorites', '28'], ['pop punk', '14'], ['pop punk favorites', '14'], ['wspolna sprawa', '14'], ['diverse', '0'], ['goldfinger-forgiveness', '0']]"
b'The Embarrassment',b'Song For Val',b'Blister Pop',[]
b'Tiny Bradshaw',b'The Train Kept A Rollin',b'The Way To Do It',[]
b'Andr\xc3\xa9 Verchuren',b'Aviatic',b'Les Increvable N2',[]
b'Kool Savas',b'Keiner au\xc3\x9fer uns',b'Die besten Tage sind gez\xc3\xa4hlt',[]
b'Latif',b'Luv In the First',b'Love in the First',"[['latif', '100']]"
b'Rickie Lee Jones',b'Love Is Gonna Bring Us Back Alive',b'Flying Cowboys',"[['Rickie Lee Jones', '100'], ['female vocalists', '66'], ['greg mathieson', '33'], ['marty krystall', '33'], ['bob zimmiti', '33'], ['buzz feiton', '33'], ['neil stubenhaus', '33'], ['Bob Sheppard', '33'], ['john robinson', '33'], ['chieram02', '33'], ['the word alive', '33'], ['the word us', '33'], ['the word is', '33'], ['first person songs', '33'], ['the word bring', '33'], ['the word back', '33'], ['the word gonna', '33'], ['the word love', '33'], ['chris smith', '33'], ['1990s', '33'], ['vocal jazz', '33'], ['folk rock', '33'], ['reggae', '33'], ['folk', '33'], ['jazz', '33'], ['rock', '33'], ['Grateful Dread', '0'], ['r-lee-jones', '0']]"
b'Otis Spann',"b""Can't Do Me No Good""",b'The Complete Blue Horizon Sessions',"[['blues', '100']]"
b'Jerry Goldsmith',b'Main Title',b'The Sand Pebbles',"[['Soundtrack', '100'], ['Star Trek', '63'], ['instrumental', '43'], ['Jerry Goldsmith', '24'], ['movie themes', '16'], ['score', '10'], ['orchestral', '6'], ['space', '6'], ['American film score composers', '6'], ['wrong track info', '6'], ['Star Trek The Next Generation Main Title', '5'], ['startrek', '5'], ['filmmusik', '4'], ['film score', '4'], ['movie soundtrack', '4'], ['composer', '3'], ['american', '3'], ['main title', '3'], ['Classical', '3'], ['space music', '3'], ['contemporary classical', '3'], ['sci-fi', '3'], ['alien', '2'], ['powder', '2'], ['new classics', '2'], ['horror movie themes', '2'], ['Mellow', '2'], ['feelgood', '2'], ['atmospheric', '2'], ['ost', '2'], ['Star Wars', '2'], ['musique de film', '2'], ['theme', '2'], ['rambo', '1'], ['orchester', '1'], ['enterprise', '1'], ['JTclassical', '1'], ['mgspokojne', '1'], ['worth hearing again', '1'], ['absolute favorite songs', '1'], ['Trek', '1'], ['Not Powder', '1'], ['leonard nimoy', '1'], ['horror movie theme', '1'], ['annymix', '1'], ['filmowa 20te', '1'], ['md-big event', '1'], ['pachucine', '1'], ['audiovisuell', '1'], ['2do', '1'], ['antoniolopez', '1'], ['st-orchestral', '1'], ['jackhambabo:playlistA', '1'], ['jaden746', '1'], ['Star Trek: The Motion Picture', '1'], ['gruchol2', '1'], ['orquestrada', '1'], ['BB-Lounge', '1'], ['goldsmith i inni', '1'], ['favoritas epicas', '1'], ['Star Trek: The Next Generation', '1'], ['Deanna Troi', '1'], ['mggoldsmith', '1'], ['Jean Luc Picard', '1'], ['instrumental soundtrack', '1'], ['bso', '1'], ['battle', '1'], ['nice', '1'], ['sountrack', '1'], ['dreams', '1'], ['reading', '1'], ['movie soundtracks', '1'], ['mistagged', '1'], ['Best soundtracks', '1'], ['science fiction', '1'], ['favorites', '1'], ['epic', '1'], ['film', '1'], ['western', '1'], ['orchestra', '1'], ['composers', '1'], ['Random', '1'], ['Soundtracks', '1'], ['gilgamesh', '1'], ['monsters in movie music', '1'], ['choir goodness', '1'], ['zajebiste', '1'], ['basic instinct', '1'], ['Next Generation', '1'], ['the secret of nimh', '1'], ['r2d2', '1'], ['plus', '1'], ['misnamed track', '1'], ['Songwritter', '1'], ['fajne', '1'], ['cinema', '1'], ['william shatner', '1'], ['cheer up', '1'], ['5 Star', '1'], ['doctor who', '1']]"
b'Naseebo Lal',b'Dil Naheen Lagda',b'Chithi Lae ke Kabootar Ja',[]
b'Seal',b'Whirlpool [Live]',b'Killer',[]
b'Tesla',b'The Way It Is',b'Five Man Acoustical Jam',"[['hard rock', '100'], ['rock', '68'], ['80s', '42'], ['classic rock', '42'], ['Tesla', '42'], ['hair metal', '31'], ['80s hard rock', '15'], ['good beat', '10'], ['barbwire hair metal', '10'], ['heavy metal', '10'], ['80s rock', '10'], ['barbwire tesla', '10'], ['80s Heavy Metal', '10'], ['metal', '10'], ['songs i love', '5'], ['Awesome Guitar Jams', '5'], ['rock ballad', '5'], ['melodic hard rock', '5'], ['metal edge', '5'], ['power ballads', '5'], ['Personal Playlist', '5'], ['rock-protopunk', '5'], ['new classic rock', '5'], ['sound storm', '5'], ['over 5 minutes long', '5'], ['best of 1989', '5'], ['super-band', '5'], ['nace', '5'], ['barbwire ballads', '5'], ['solos increibles', '5'], ['Garage Rock', '5'], ['psychedelic', '5'], ['acoustic', '5'], ['cool', '5'], ['Awesome', '5'], ['favorites', '5'], ['best', '5'], ['great songs', '5'], ['rock n roll', '5'], ['Rock on', '5'], ['great song', '5'], ['freedom', '5'], ['powerpop', '5'], ['RockPop', '5'], ['1987', '5'], ['some', '5'], ['the best', '5'], ['80s metal', '5'], ['arena rock', '5'], ['glam rock', '5'], ['sleazy', '5'], ['blues rock', '0'], ['the way it is', '0'], ['Reflections of me', '0'], ['3Vandaag', '0'], ['21st b-day sac', '0'], ['The Graet Radio Controversy', '0']]"
b'Utopia',b'The Up',b'Swing To The Right',[]
b'B\xc3\xa9nabar',b'Tu Peux Compter Sur Moi',b'Reprise Des N\xc3\xa9gociations',"[['french', '100'], ['benabar', '77'], ['chanson francaise', '66'], ['francais', '33'], ['humour', '22'], ['singer-songwriter', '22'], ['len19', '11'], ['french voices', '11'], ['a descubrir', '11'], ['francesa', '11'], ['ironique', '11'], ['Plone', '11'], ['makes me sing', '11'], ['nouvelle scene francaise', '11'], ['Chanson Française', '11'], ['relax', '11'], ['male', '11'], ['france', '11'], ['indie', '0'], ['y te vas', '0']]"
b'Der Plan',b'Frisch Verliebt',b'Perlen...',"[['NDW', '100'], ['80s', '50'], ['Punk-Rock', '50'], ['deutsch', '50'], ['der plan', '50']]"
b'Eurythmics',b'Missionary Man',b'Revenge',"[['80s', '100'], ['pop', '70'], ['rock', '59'], ['new wave', '54'], ['eurythmics', '40'], ['female vocalists', '16'], ['synthpop', '12'], ['usa hot mainstream rock tracks number one hit', '8'], ['Lennox', '8'], ['stewart', '8'], ['1986', '8'], ['synth pop', '8'], ['cool', '8'], ['vocalization', '6'], ['favorite by this duo', '6'], ['Pop-Rock', '6'], ['intelligent', '6'], ['fuck yeah', '6'], ['attitude', '6'], ['blues', '6'], ['influential', '6'], ['annie lennox', '6'], ['sexy', '6'], ['pop rock', '6'], ['english', '6'], ['favorites', '6'], ['party', '6'], ['dance', '4'], ['Toth', '4'], ['Basically Bass', '4'], ['THUMPER LIGHT', '4'], ['blues harp', '4'], ['Sheer Bliss', '3'], ['electronic', '3'], ['lyrics', '3'], ['alternative', '3'], ['guitar', '3'], ['british', '3'], ['ws2010 - 17', '3'], ['alternative rock', '3'], ['golden 80s', '3'], ['positive', '3'], ['1987', '3'], ['1980s', '3'], ['Love', '3'], ['catchy', '3'], ['K1MO likes', '1'], ['80erne', '1'], ['female energy', '1'], ['hurrah for the 80s', '1'], ['curtis119', '1'], ['Its all about the lyrics', '1'], ['My 80s', '1'], ['New wave and post-punk', '1'], ['dance and dj', '1'], ['Halifax f p', '1'], ['living in oblivion', '1'], ['song noir', '1'], ['grace jones', '1'], ['flya pop', '1'], ['flya mainstream', '1'], ['being a kid', '1'], ['card playing', '1'], ['rock top', '1'], ['all-time fav', '1'], ['easyrock', '1'], ['kosmos', '1'], ['GrayCharles', '1'], ['classic rock', '1'], ['Song1', '1'], ['nice', '1'], ['mudog-cc', '1'], ['miianens playlist', '1'], ['punkwaveglam', '1'], ['sachen die ich gerne hoeren mag', '1'], ['in my 7 inch vinyl collection', '1'], ['the kosmos soundtrack', '1'], ['The Kosmos', '1'], ['SINN is IN', '1'], ['stephanie miller show', '1'], ['it came from the eighties', '1'], ['the word missionary', '1'], ['the hazy hollow', '1'], ['Kult80er', '1'], ['eggs and bacon', '1'], ['80srockroll', '1'], ['femalesinger', '1'], ['rockapop', '1'], ['back to my 80s', '1'], ['mnogo dobro', '1'], ['80s Alternative New Wave Rock', '1'], ['malloy2000 playlist - top songs - classical to metal', '1'], ['the word man', '1'], ['this is SO me', '1'], ['acoustic overdrive', '1'], ['superfine', '1'], ['disco fun', '1'], ['Georges Diner', '1'], ['jumping green', '1'], ['coldplay radio', '1']]"
b'Beyonc\xc3\xa9',b'Be With You',b'Dangerously In Love',"[['rnb', '100'], ['Love', '31'], ['lounge', '18'], ['pop', '18'], ['rhythm and blues', '18'], ['r and b', '13'], ['r&b', '9'], ['love songs', '9'], ['Playful', '9'], ['my shit', '9'], [""r'n'b"", '9'], ['New Soul - Hip Hop - Rap', '9'], ['Hip-Hop', '9'], ['r n b', '4'], ['Contemporary Rhythm and Blues', '4'], ['falling', '4'], ['dangerously in love', '4'], ['Grown and Sexy', '4'], ['slow jam', '4'], ['striptease', '4'], ['the sex', '4'], ['samples', '4'], ['lawsang', '4'], ['spring 2010', '4'], ['Beyonce All the single ladies', '4'], ['american', '4'], ['happy', '4'], ['female vocalists', '0'], ['beyonce', '0'], ['sexy', '0'], ['soul', '0'], ['soul tag', '0'], ['female vocalist', '0'], ['00s', '0'], ['chill', '0'], ['smooth', '0'], ['quiet storm', '0'], ['Mellow', '0'], ['cool', '0'], ['relax', '0'], ['hot', '0'], ['slow jams', '0'], ['sex', '0'], ['together', '0'], ['lovely', '0'], ['soudtracks', '0'], ['70s-influenced', '0'], ['r  b', '0'], ['my baby', '0'], ['chillin wit you', '0'], ['grown n sexy', '0'], ['slow sessions', '0'], ['intense love', '0'], ['ride out', '0'], ['alicedday', '0'], ['catchy', '0'], ['Yo b', '0'], ['Ballad', '0'], ['denemeposeidonqqq', '0'], ['be with you beyonce dangerously in love', '0'], ['laid back', '0'], ['Talent', '0'], ['diva', '0'], ['sexual', '0'], ['Rainy Day', '0'], ['sweet', '0'], ['Contemporary R and B', '0'], ['RandB', '0'], ['grooves', '0'], ['groove', '0'], ['divas', '0'], ['slow', '0'], ['soulful', '0'], ['urban', '0'], ['be with you', '0'], ['Seduction', '0'], ['Only You', '0'], ['sexy songs', '0'], ['classic', '0'], ['cool breeze', '0'], ['real love', '0'], ['heard on Pandora', '0']]"
b'A Perfect Murder',b'Within (Album Version)',b'War Of Aggression',[]
b'Michael Stanley Band',"b""Don't Stop The Music""",b'Heartland',"[['Michael Stanley Band', '100']]"
